transaction_id,customer_id,transaction_date,amount,merchant_category,transaction_type,location,is_fraud
946,3984,2022-03-03,4281.39,Retail,Credit,Mumbai,1
947,4776,2023-08-21,2220.02,Entertainment,Debit,Delhi,0
948,1148,2023-04-19,2177.42,Retail,Debit,Bangalore,0
949,3337,2022-02-12,2290.88,Travel,Credit,Chennai,0
950,2765,2023-10-18,765.83,Entertainment,Credit,Bangalore,0
951,3988,2022-10-26,2027.86,Healthcare,Transfer,Chennai,0
952,2141,2023-03-02,3087.92,Travel,Debit,Chennai,0
953,4492,2023-12-12,4658.49,Travel,Debit,Chennai,0
954,3423,2023-01-06,4962.86,Food,Credit,Mumbai,0
955,1725,2023-03-19,1735.2,Retail,Debit,Chennai,0
956,1953,2023-08-04,504.64,Healthcare,Transfer,Mumbai,0
957,3221,2023-02-18,1812.73,Travel,Credit,Hyderabad,1
958,3287,2023-12-28,1532.1,Healthcare,Credit,Delhi,0
959,2347,2023-04-27,310.28,Retail,Debit,Hyderabad,0
960,2447,2022-11-13,3329.95,Healthcare,Transfer,Mumbai,0
961,4711,2023-01-31,3506.41,Electronics,Debit,Chennai,0
962,2216,2022-12-16,1521.92,Entertainment,Debit,Chennai,0
963,4296,2022-07-08,1883.32,Entertainment,Credit,Bangalore,0
964,2023,2022-09-01,4964.83,Healthcare,Credit,Mumbai,0
965,3121,2023-08-27,2483.03,Electronics,Credit,Chennai,0
966,2943,2023-03-22,2486.82,Food,Credit,Bangalore,0
967,3933,2023-11-27,3513.51,Retail,Credit,Bangalore,0
968,4193,2023-11-05,1705.61,Food,Debit,Delhi,0
969,3498,2023-08-19,558.16,Food,Credit,Bangalore,0
970,3951,2022-11-19,964.48,Retail,Credit,Bangalore,0
971,1966,2022-06-19,3542.6,Travel,Transfer,Chennai,0
972,1214,2022-11-06,4647.02,Electronics,Debit,Delhi,0
973,3183,2022-07-03,1937.74,Retail,Debit,Bangalore,0
974,1788,2022-08-15,237.21,Electronics,Debit,Chennai,0
975,3067,2022-05-14,4894.14,Food,Transfer,Chennai,0
976,4636,2022-06-01,630.05,Travel,Debit,Mumbai,0
977,1484,2023-08-30,1829.31,Food,Debit,Bangalore,0
978,4686,2022-06-18,374.9,Food,Debit,Bangalore,0
979,2980,2023-06-20,3992.54,Electronics,Debit,Chennai,0
980,4453,2022-10-25,3346.71,Electronics,Transfer,Hyderabad,0
981,2079,2023-03-02,4031.54,Electronics,Debit,Delhi,0
982,4891,2022-05-19,1421.44,Electronics,Credit,Bangalore,0
983,4832,2023-06-25,1892.88,Travel,Debit,Hyderabad,0
984,1528,2022-02-10,298.95,Electronics,Credit,Hyderabad,0
985,2051,2022-12-28,2314.91,Electronics,Transfer,Mumbai,1
986,3855,2023-10-05,2961.49,Retail,Credit,Chennai,0
987,1130,2022-09-12,994.6,Food,Debit,Hyderabad,0
988,1623,2022-09-29,751.05,Travel,Transfer,Mumbai,0
989,2719,2023-09-25,3178.65,Healthcare,Debit,Bangalore,0
990,2949,2022-07-21,4172.74,Healthcare,Credit,Mumbai,0
991,3183,2022-09-07,2145.59,Retail,Credit,Mumbai,0
992,1409,2022-08-02,2861.54,Electronics,Credit,Chennai,0
993,4615,2022-04-06,2477.35,Healthcare,Transfer,Chennai,0
994,4529,2023-06-07,756.71,Healthcare,Debit,Chennai,0
995,3523,2023-12-01,764.49,Electronics,Credit,Chennai,0
996,4923,2023-06-14,3697.76,Retail,Credit,Chennai,0
997,3546,2023-09-23,147.75,Food,Debit,Bangalore,0
998,1757,2022-07-10,1137.45,Healthcare,Debit,Hyderabad,0
999,4933,2022-10-28,407.17,Travel,Debit,Bangalore,0
1000,3414,2023-06-15,1997.67,Electronics,Credit,Delhi,0
1001,4006,2023-01-04,3568.79,Entertainment,Credit,Bangalore,0
1002,1955,2023-07-10,1186.91,Food,Transfer,Delhi,0
1003,3024,2023-01-29,3555.4,Entertainment,Transfer,Chennai,0
1004,1111,2023-06-01,4452.2,Retail,Debit,Delhi,0
1005,3394,2022-10-10,4838.31,Electronics,Debit,Hyderabad,0
1006,4653,2022-05-06,2757.21,Travel,Credit,Chennai,0
1007,1731,2022-11-26,1016.82,Travel,Debit,Delhi,0
1008,1189,2022-11-17,379.04,Food,Credit,Hyderabad,0
1009,2309,2023-05-03,2512.73,Retail,Credit,Bangalore,0
1010,4652,2022-11-09,1306.41,Healthcare,Debit,Hyderabad,0
1011,2457,2022-04-22,2846.25,Electronics,Credit,Hyderabad,0
1012,4044,2023-06-30,713.23,Electronics,Debit,Delhi,0
1013,3420,2022-04-12,322.11,Electronics,Credit,Hyderabad,1
1014,4299,2023-08-29,4600.75,Healthcare,Transfer,Mumbai,0
1015,4396,2022-05-30,2793.38,Electronics,Debit,Chennai,0
1016,4557,2022-11-23,12.36,Electronics,Credit,Chennai,0
1017,1055,2023-05-19,150.83,Entertainment,Credit,Chennai,0
1018,4936,2022-01-27,3234.78,Food,Debit,Delhi,0
1019,3343,2022-12-18,3633.52,Entertainment,Debit,Hyderabad,0
1020,3423,2022-04-08,2057.09,Travel,Transfer,Chennai,0
1021,4949,2023-06-21,1390.97,Electronics,Debit,Delhi,0
1022,3424,2023-09-17,2836.57,Food,Debit,Mumbai,0
1023,3914,2022-09-09,2623.54,Entertainment,Transfer,Hyderabad,0
1024,2836,2023-10-13,4201.26,Electronics,Transfer,Mumbai,0
1025,1300,2023-07-24,2099.94,Entertainment,Debit,Chennai,0
1026,4102,2023-12-12,4386.55,Entertainment,Debit,Hyderabad,1
1027,2205,2022-04-09,4839.45,Travel,Credit,Delhi,0
1028,1449,2022-06-14,331.63,Travel,Credit,Delhi,0
1029,2074,2022-07-15,3746.85,Electronics,Debit,Bangalore,0
1030,1211,2023-10-03,3201.32,Retail,Debit,Bangalore,0
1031,3270,2023-08-09,2696.34,Healthcare,Debit,Delhi,0
1032,4867,2022-09-26,3105.62,Travel,Transfer,Delhi,0
1033,3025,2022-10-02,2313.25,Electronics,Debit,Bangalore,0
1034,3371,2023-06-03,3277.85,Food,Debit,Mumbai,0
1035,2076,2022-01-04,1257.88,Travel,Transfer,Hyderabad,0
1036,3849,2023-09-03,1771.7,Entertainment,Credit,Mumbai,0
1037,1318,2022-05-30,1157.52,Healthcare,Debit,Bangalore,0
1038,3012,2022-04-30,4336.78,Food,Credit,Chennai,0
1039,2026,2023-03-20,2692.5,Entertainment,Debit,Bangalore,0
1040,2832,2022-11-29,4896.98,Electronics,Credit,Delhi,0
1041,1090,2023-11-28,1725.24,Retail,Debit,Delhi,0
1042,4634,2022-03-20,3524.86,Entertainment,Debit,Bangalore,1
1043,4997,2023-09-02,406.73,Travel,Credit,Delhi,0
1044,4841,2022-06-15,951.46,Retail,Debit,Bangalore,0
1045,2200,2022-12-26,3610.97,Entertainment,Credit,Bangalore,0
1046,2335,2023-12-22,4021.12,Travel,Transfer,Chennai,0
1047,2711,2023-02-15,4323.14,Food,Credit,Hyderabad,1
1048,4736,2022-04-03,70.5,Food,Credit,Chennai,0
1049,3822,2022-09-22,1097.18,Travel,Debit,Mumbai,0
1050,4672,2023-08-30,3945.55,Healthcare,Transfer,Delhi,0
1051,3443,2023-04-26,4515.75,Travel,Debit,Bangalore,0
1052,1527,2023-05-05,1355.59,Electronics,Credit,Delhi,0
1053,3955,2023-10-02,3041.86,Electronics,Transfer,Bangalore,0
1054,4448,2022-12-07,2162.67,Travel,Debit,Mumbai,0
1055,3265,2023-05-13,2134.51,Healthcare,Transfer,Hyderabad,0
1056,4212,2023-07-22,3778.54,Travel,Credit,Mumbai,0
1057,4440,2022-05-12,2140.57,Food,Credit,Mumbai,0
1058,4838,2022-05-02,4376.3,Healthcare,Credit,Hyderabad,0
1059,4960,2022-05-07,4486.95,Entertainment,Transfer,Chennai,0
1060,1877,2024-01-01,1718.86,Retail,Credit,Bangalore,0
1061,4796,2022-07-09,3342.84,Food,Debit,Mumbai,0
1062,1205,2023-09-03,2071.22,Entertainment,Transfer,Delhi,0
1063,2451,2022-08-20,1467.47,Electronics,Transfer,Mumbai,0
1064,3914,2023-09-20,3796.4,Retail,Debit,Mumbai,0
1065,1592,2023-12-26,4207.37,Travel,Credit,Hyderabad,0
1066,1298,2022-12-28,1556.14,Healthcare,Debit,Chennai,0
1067,3600,2022-10-30,3413.25,Retail,Credit,Bangalore,0
1068,1952,2022-09-24,3185.28,Entertainment,Transfer,Delhi,0
1069,3353,2023-09-15,685.81,Travel,Credit,Chennai,0
1070,1307,2022-10-06,4379.34,Travel,Transfer,Mumbai,0
1071,3969,2023-04-08,303.46,Food,Debit,Hyderabad,0
1072,1781,2023-08-27,1762.99,Entertainment,Debit,Mumbai,0
1073,3059,2023-05-27,3934.68,Entertainment,Transfer,Bangalore,0
1074,2689,2022-10-16,2616.03,Healthcare,Transfer,Mumbai,0
1075,1964,2022-05-11,4425.2,Travel,Transfer,Bangalore,0
1076,3780,2023-06-26,304.59,Entertainment,Debit,Bangalore,0
1077,2387,2023-12-07,585.03,Travel,Transfer,Delhi,0
1078,2792,2023-05-08,2672.82,Retail,Credit,Bangalore,0
1079,4716,2023-03-22,2073.76,Healthcare,Credit,Hyderabad,0
1080,3163,2023-12-06,3965.07,Food,Credit,Hyderabad,0
1081,2459,2022-06-09,4818.1,Food,Credit,Chennai,0
1082,2763,2023-03-27,638.24,Healthcare,Transfer,Chennai,0
1083,1373,2022-04-06,1616.69,Food,Transfer,Mumbai,0
1084,1724,2022-01-19,2669.17,Healthcare,Debit,Delhi,0
1085,4556,2023-02-05,676.2,Travel,Transfer,Hyderabad,0
1086,1999,2022-06-04,2036.89,Food,Transfer,Chennai,0
1087,1315,2022-04-08,3251.14,Retail,Credit,Mumbai,0
1088,3546,2022-04-04,459.86,Electronics,Transfer,Chennai,0
1089,3515,2023-02-07,3072.79,Food,Credit,Bangalore,0
1090,4689,2022-03-17,4175.82,Healthcare,Debit,Bangalore,0
1091,1089,2023-01-12,2301.26,Retail,Transfer,Delhi,0
1092,4232,2023-04-12,2316.23,Food,Transfer,Delhi,0
1093,1432,2022-08-17,3652.7,Food,Debit,Mumbai,0
1094,1239,2023-03-26,473.53,Electronics,Credit,Chennai,0
1095,4581,2022-10-28,3443.16,Food,Credit,Hyderabad,0
1096,2546,2023-12-09,2893.66,Retail,Transfer,Mumbai,0
1097,1436,2023-11-05,1225.35,Food,Credit,Mumbai,0
1098,2621,2022-11-23,2220.06,Entertainment,Credit,Delhi,0
1099,3036,2023-01-18,3878.09,Travel,Credit,Delhi,0
1100,1820,2023-10-14,4175.24,Entertainment,Credit,Delhi,0
1101,3856,2023-09-19,2787.53,Entertainment,Credit,Chennai,0
1102,4642,2023-08-02,1040.75,Food,Debit,Hyderabad,0
1103,1437,2023-01-19,638.05,Electronics,Transfer,Delhi,0
1104,1812,2022-12-18,3389.06,Entertainment,Debit,Hyderabad,0
1105,4680,2022-12-07,3426.04,Electronics,Debit,Mumbai,0
1106,3860,2022-06-15,2155.16,Travel,Debit,Bangalore,0
1107,1688,2022-06-17,1782.46,Healthcare,Debit,Mumbai,0
1108,1056,2022-12-09,2533.72,Retail,Debit,Bangalore,0
1109,1061,2022-01-05,3995.28,Food,Transfer,Bangalore,0
1110,2701,2023-03-15,2866.1,Food,Credit,Hyderabad,0
1111,2036,2022-12-30,903.29,Electronics,Debit,Hyderabad,0
1112,1203,2022-01-05,863.55,Travel,Debit,Mumbai,0
1113,2902,2022-07-21,1824.68,Retail,Transfer,Bangalore,0
1114,3242,2023-08-07,3682.76,Travel,Debit,Delhi,0
1115,3659,2023-03-25,4300.34,Electronics,Credit,Chennai,0
1116,3990,2022-12-13,2427.21,Healthcare,Transfer,Bangalore,0
1117,3832,2023-05-27,3593.71,Travel,Credit,Bangalore,0
1118,1312,2023-08-06,658.42,Travel,Transfer,Bangalore,0
1119,2071,2022-01-13,629.6,Healthcare,Debit,Mumbai,0
1120,2631,2023-04-02,3574.28,Travel,Credit,Hyderabad,0
1121,1995,2023-03-04,3842.19,Healthcare,Transfer,Mumbai,0
1122,1077,2023-02-23,24.04,Food,Debit,Hyderabad,0
1123,3825,2023-11-01,2864.6,Entertainment,Transfer,Chennai,0
1124,1808,2023-05-05,4761.6,Healthcare,Transfer,Chennai,0
1125,1111,2023-03-13,2652.01,Travel,Debit,Mumbai,0
1126,3140,2022-07-07,1999.69,Entertainment,Debit,Chennai,0
1127,1087,2022-01-09,2154.41,Retail,Transfer,Bangalore,0
1128,1800,2023-09-07,2652.25,Food,Debit,Bangalore,0
1129,1471,2023-06-07,3734.03,Healthcare,Debit,Hyderabad,0
1130,4139,2022-11-26,2047.79,Electronics,Debit,Bangalore,0
1131,1452,2023-12-12,2521.66,Food,Transfer,Bangalore,0
1132,1809,2023-10-18,1849.12,Healthcare,Transfer,Chennai,0
1133,1145,2022-03-19,997.12,Healthcare,Debit,Delhi,0
1134,3517,2022-01-02,1364.04,Healthcare,Transfer,Bangalore,0
1135,2541,2023-08-09,1932.27,Retail,Credit,Bangalore,0
1136,2991,2022-07-10,917.85,Entertainment,Transfer,Hyderabad,0
1137,4955,2023-09-23,2688.67,Food,Credit,Delhi,0
1138,1461,2022-03-04,1091.0,Healthcare,Debit,Chennai,0
1139,4445,2022-10-16,2418.02,Electronics,Credit,Chennai,0
1140,2715,2022-11-06,4389.24,Food,Transfer,Mumbai,0
1141,1489,2022-10-08,790.27,Retail,Transfer,Mumbai,0
1142,3939,2022-08-08,4815.54,Retail,Debit,Hyderabad,0
1143,2317,2022-11-09,1576.58,Retail,Transfer,Hyderabad,0
1144,3116,2022-11-29,2089.57,Food,Transfer,Bangalore,0
1145,4969,2023-07-28,3137.87,Entertainment,Credit,Bangalore,0
1146,1980,2023-01-28,2076.96,Healthcare,Transfer,Chennai,0
1147,2718,2023-01-11,775.34,Entertainment,Debit,Mumbai,0
1148,2136,2023-11-01,1182.68,Healthcare,Debit,Mumbai,0
1149,4944,2022-03-09,504.9,Entertainment,Credit,Hyderabad,0
1150,2752,2022-09-06,109.83,Food,Transfer,Mumbai,0
1151,1521,2022-07-20,2272.59,Retail,Transfer,Mumbai,0
1152,3431,2022-08-07,1922.97,Electronics,Credit,Delhi,0
1153,1236,2022-09-17,2541.89,Food,Transfer,Chennai,0
1154,2670,2022-08-01,486.52,Travel,Transfer,Chennai,0
1155,3291,2022-03-14,501.01,Entertainment,Transfer,Hyderabad,0
1156,2204,2023-05-18,774.23,Entertainment,Debit,Delhi,0
1157,2716,2022-01-27,2668.95,Retail,Debit,Chennai,0
1158,4804,2022-02-13,2623.04,Healthcare,Credit,Mumbai,0
1159,2732,2022-10-26,2435.42,Travel,Debit,Mumbai,0
1160,4122,2022-04-05,3237.45,Retail,Transfer,Mumbai,0
1161,2258,2022-02-18,1732.32,Entertainment,Debit,Delhi,0
1162,1986,2023-05-16,4037.6,Electronics,Transfer,Delhi,0
1163,3975,2022-04-18,3175.92,Electronics,Transfer,Delhi,0
1164,2847,2022-10-17,1401.29,Food,Credit,Chennai,0
1165,2434,2022-11-02,414.43,Healthcare,Debit,Bangalore,0
1166,2105,2023-01-18,1112.61,Food,Debit,Delhi,0
1167,2689,2022-02-16,4391.04,Entertainment,Transfer,Bangalore,0
1168,2135,2023-05-18,2005.08,Healthcare,Credit,Delhi,0
1169,3171,2022-11-22,293.98,Retail,Transfer,Mumbai,0
1170,2095,2023-03-04,1205.2,Entertainment,Debit,Mumbai,0
1171,4196,2022-10-20,1366.07,Travel,Credit,Hyderabad,0
1172,2622,2023-07-05,2348.8,Travel,Debit,Mumbai,0
1173,4911,2022-12-24,1311.08,Travel,Debit,Hyderabad,0
1174,1153,2022-10-20,795.22,Entertainment,Transfer,Hyderabad,0
1175,4509,2023-03-02,1759.66,Entertainment,Credit,Hyderabad,0
1176,1636,2023-08-11,4169.44,Travel,Credit,Delhi,0
1177,3668,2022-09-23,3588.6,Electronics,Credit,Mumbai,0
1178,1903,2023-09-20,1213.21,Electronics,Credit,Bangalore,0
1179,3477,2022-02-18,655.33,Retail,Debit,Delhi,0
1180,2920,2023-11-17,3368.02,Healthcare,Debit,Mumbai,0
1181,2840,2022-10-13,1081.65,Retail,Transfer,Bangalore,0
1182,4616,2023-06-01,3173.08,Travel,Debit,Chennai,0
1183,2103,2023-02-16,201.17,Travel,Transfer,Bangalore,0
1184,1733,2023-12-15,3554.87,Entertainment,Transfer,Hyderabad,0
1185,4734,2023-12-24,3410.53,Travel,Debit,Chennai,0
1186,3577,2022-05-31,1796.72,Travel,Credit,Bangalore,0
1187,4637,2022-12-16,2943.44,Healthcare,Transfer,Bangalore,0
1188,2270,2022-06-13,956.5,Retail,Debit,Bangalore,0
1189,3027,2022-07-31,2239.55,Entertainment,Credit,Delhi,0
1190,4453,2022-02-18,2799.69,Healthcare,Debit,Delhi,0
1191,3226,2022-02-15,2197.66,Food,Debit,Mumbai,0
1192,3289,2022-10-30,2872.28,Entertainment,Transfer,Bangalore,0
1193,1429,2023-11-17,4908.23,Retail,Debit,Mumbai,0
1194,2854,2023-02-02,802.89,Healthcare,Transfer,Bangalore,0
1195,1395,2023-02-17,3757.05,Entertainment,Debit,Hyderabad,0
1196,1258,2022-02-23,1713.82,Entertainment,Credit,Chennai,1
1197,3480,2022-10-10,2344.06,Food,Transfer,Mumbai,0
1198,2577,2023-04-06,1932.95,Electronics,Debit,Chennai,0
1199,4729,2022-03-29,3098.16,Healthcare,Credit,Bangalore,0
1200,4858,2022-04-20,4960.71,Retail,Debit,Bangalore,0
1201,2789,2023-07-20,2800.22,Food,Credit,Chennai,1
1202,2547,2022-10-22,2909.76,Retail,Debit,Bangalore,0
1203,3120,2023-04-26,2454.87,Entertainment,Transfer,Mumbai,0
1204,4309,2023-12-27,175.98,Travel,Transfer,Delhi,0
1205,1110,2022-06-22,2767.63,Retail,Credit,Delhi,0
1206,2508,2023-10-12,2523.66,Travel,Transfer,Chennai,0
1207,1041,2023-05-06,4851.78,Healthcare,Transfer,Hyderabad,0
1208,3923,2023-08-08,4087.82,Travel,Transfer,Bangalore,0
1209,2645,2022-06-30,3686.77,Travel,Debit,Mumbai,0
1210,2999,2023-01-25,847.03,Electronics,Transfer,Delhi,0
1211,3738,2023-09-30,1320.06,Food,Debit,Hyderabad,0
1212,4009,2023-11-24,863.48,Travel,Transfer,Mumbai,0
1213,4360,2023-08-13,525.79,Electronics,Transfer,Bangalore,0
1214,1519,2023-03-20,3886.07,Electronics,Transfer,Chennai,0
1215,2923,2023-07-31,1628.84,Food,Credit,Chennai,0
1216,4485,2022-10-19,204.71,Healthcare,Transfer,Hyderabad,0
1217,4016,2023-12-22,1059.91,Entertainment,Credit,Bangalore,0
1218,1251,2023-12-07,1938.47,Travel,Credit,Bangalore,0
1219,1110,2022-12-14,1988.91,Electronics,Credit,Bangalore,0
1220,3793,2022-05-16,2119.2,Food,Transfer,Hyderabad,0
1221,2518,2023-08-23,465.54,Entertainment,Transfer,Bangalore,0
1222,1106,2023-12-30,3533.62,Retail,Transfer,Mumbai,0
1223,4816,2022-05-07,1893.72,Retail,Credit,Chennai,0
1224,3262,2023-02-20,3862.3,Food,Debit,Delhi,0
1225,2696,2023-12-12,2774.55,Food,Debit,Delhi,0
1226,3816,2022-05-25,2232.02,Entertainment,Credit,Delhi,0
1227,2849,2022-05-02,643.84,Travel,Credit,Hyderabad,0
1228,3484,2022-03-02,212.92,Retail,Credit,Chennai,0
1229,1016,2022-03-11,4300.32,Retail,Debit,Mumbai,0
1230,1899,2023-10-09,1311.3,Healthcare,Credit,Chennai,0
1231,1143,2022-10-11,3660.47,Entertainment,Debit,Bangalore,0
1232,1400,2023-05-09,4942.38,Electronics,Transfer,Bangalore,0
1233,2891,2022-10-17,408.42,Entertainment,Debit,Bangalore,0
1234,2806,2022-02-08,831.37,Electronics,Credit,Chennai,0
1235,4953,2022-09-03,4347.95,Retail,Debit,Hyderabad,0
1236,1492,2022-08-02,201.86,Food,Debit,Chennai,0
1237,1444,2022-12-05,4311.52,Retail,Credit,Delhi,0
1238,4564,2023-01-05,494.58,Retail,Debit,Mumbai,0
1239,1061,2022-03-08,4470.16,Food,Debit,Delhi,0
1240,1591,2022-09-11,1078.41,Food,Credit,Delhi,0
1241,3701,2023-03-12,4740.95,Electronics,Credit,Chennai,0
1242,4036,2023-07-23,282.48,Retail,Debit,Hyderabad,0
1243,4027,2023-08-27,4100.38,Travel,Credit,Mumbai,0
1244,4335,2022-12-19,1992.83,Entertainment,Credit,Bangalore,0
1245,2065,2023-06-12,3278.96,Healthcare,Transfer,Chennai,0
1246,2200,2023-07-31,2775.37,Healthcare,Credit,Mumbai,0
1247,1327,2023-07-26,436.15,Entertainment,Transfer,Bangalore,0
1248,2021,2022-04-02,630.33,Retail,Transfer,Delhi,0
1249,4685,2023-03-30,2731.97,Electronics,Debit,Delhi,0
1250,1778,2023-11-18,3986.78,Travel,Transfer,Chennai,0
1251,1140,2023-01-31,228.82,Food,Transfer,Bangalore,0
1252,1666,2022-05-21,1122.85,Healthcare,Debit,Bangalore,0
1253,4446,2022-12-12,4024.03,Entertainment,Credit,Bangalore,0
1254,2390,2023-09-15,4394.01,Food,Credit,Hyderabad,0
1255,2149,2023-04-02,889.0,Electronics,Debit,Delhi,0
1256,1470,2023-07-29,1185.14,Electronics,Credit,Hyderabad,0
1257,1712,2023-03-31,3257.15,Electronics,Transfer,Bangalore,0
1258,1425,2023-01-16,4974.83,Travel,Transfer,Mumbai,0
1259,2181,2023-06-22,4253.01,Food,Debit,Chennai,0
1260,1351,2022-07-21,2011.91,Entertainment,Credit,Mumbai,0
1261,1846,2023-07-27,3688.27,Food,Transfer,Chennai,0
1262,4068,2022-05-24,385.93,Entertainment,Credit,Chennai,0
1263,3490,2022-08-11,1698.35,Travel,Debit,Delhi,0
1264,3635,2023-01-08,1146.04,Electronics,Credit,Delhi,0
1265,3137,2022-06-17,4790.13,Healthcare,Credit,Hyderabad,0
1266,3256,2022-02-09,4194.71,Food,Transfer,Chennai,1
1267,1550,2023-08-20,125.96,Healthcare,Credit,Delhi,0
1268,2853,2023-03-30,2636.3,Healthcare,Credit,Hyderabad,0
1269,4193,2023-10-12,3963.74,Entertainment,Transfer,Bangalore,0
1270,1755,2022-12-23,825.1,Healthcare,Transfer,Bangalore,0
1271,4718,2023-02-15,4681.51,Food,Credit,Bangalore,0
1272,2083,2023-02-21,716.12,Travel,Transfer,Bangalore,0
1273,3412,2022-01-04,665.59,Retail,Debit,Hyderabad,0
1274,1331,2022-07-03,4931.05,Healthcare,Transfer,Hyderabad,0
1275,2881,2023-05-25,3224.43,Healthcare,Transfer,Mumbai,0
1276,3130,2023-01-09,4897.95,Food,Debit,Delhi,0
1277,2264,2022-06-02,2161.87,Food,Transfer,Mumbai,0
1278,4934,2023-09-12,3117.46,Retail,Debit,Delhi,0
1279,1778,2023-08-16,2891.0,Entertainment,Credit,Hyderabad,0
1280,4063,2022-10-06,1193.95,Food,Debit,Mumbai,0
1281,1888,2022-02-21,3096.02,Travel,Credit,Bangalore,0
1282,2509,2022-04-25,3722.21,Healthcare,Transfer,Mumbai,0
1283,3770,2022-10-10,2953.98,Food,Transfer,Chennai,0
1284,1099,2023-09-19,2528.95,Food,Transfer,Delhi,0
1285,3821,2023-04-30,2641.83,Healthcare,Credit,Bangalore,0
1286,3336,2023-01-04,1260.27,Entertainment,Debit,Hyderabad,0
1287,3875,2022-08-21,316.58,Entertainment,Debit,Bangalore,0
1288,3165,2023-06-09,3615.58,Food,Debit,Chennai,0
1289,1306,2023-03-15,3231.5,Entertainment,Debit,Mumbai,0
1290,4208,2023-06-01,3514.32,Food,Debit,Chennai,0
1291,1612,2023-11-27,1080.13,Entertainment,Credit,Hyderabad,0
1292,1762,2023-06-01,488.34,Healthcare,Transfer,Bangalore,0
1293,1899,2022-05-16,619.44,Food,Credit,Mumbai,0
1294,1679,2022-10-17,4648.91,Electronics,Debit,Bangalore,0
1295,3905,2022-01-16,4517.07,Food,Debit,Bangalore,0
1296,4377,2022-04-03,1438.03,Food,Transfer,Bangalore,0
1297,1488,2022-06-14,4063.99,Retail,Credit,Delhi,0
1298,4413,2023-05-15,1529.05,Entertainment,Credit,Bangalore,0
1299,1001,2022-03-30,417.7,Entertainment,Credit,Delhi,0
1300,3218,2022-11-11,1458.41,Healthcare,Transfer,Delhi,0
1301,4563,2023-02-09,4808.14,Food,Credit,Mumbai,0
1302,4909,2022-09-26,3594.84,Healthcare,Transfer,Delhi,0
1303,4100,2023-02-04,2145.14,Healthcare,Credit,Bangalore,0
1304,2998,2023-08-01,508.06,Entertainment,Credit,Delhi,0
1305,3445,2022-10-08,4771.2,Retail,Credit,Chennai,0
1306,3108,2023-02-23,4846.21,Entertainment,Transfer,Bangalore,0
1307,3957,2023-09-30,221.73,Electronics,Transfer,Mumbai,1
1308,3415,2023-12-05,263.99,Retail,Debit,Hyderabad,0
1309,3578,2023-02-04,2663.82,Electronics,Credit,Hyderabad,0
1310,3030,2023-04-23,3310.88,Entertainment,Credit,Delhi,0
1311,4371,2022-02-04,1454.09,Retail,Debit,Bangalore,0
1312,4300,2023-12-23,4822.21,Retail,Transfer,Chennai,0
1313,4871,2023-08-08,4864.2,Retail,Transfer,Bangalore,0
1314,4161,2023-01-11,3347.34,Retail,Transfer,Mumbai,0
1315,3523,2022-01-21,2686.5,Retail,Transfer,Bangalore,0
1316,2108,2022-03-23,2286.43,Food,Debit,Bangalore,0
1317,2378,2023-06-16,3631.34,Travel,Transfer,Bangalore,0
1318,2823,2023-12-31,4435.29,Retail,Credit,Hyderabad,0
1319,4664,2023-08-04,3422.3,Electronics,Transfer,Chennai,0
1320,3582,2022-09-22,2479.57,Electronics,Debit,Chennai,0
1321,3979,2023-10-07,538.24,Retail,Transfer,Bangalore,0
1322,1271,2022-10-04,2994.91,Travel,Debit,Mumbai,0
1323,3410,2022-06-27,4734.34,Healthcare,Transfer,Hyderabad,0
1324,4027,2023-12-11,309.01,Travel,Debit,Bangalore,0
1325,3991,2023-12-20,25.87,Food,Transfer,Bangalore,0
1326,1440,2023-08-24,1420.06,Food,Transfer,Chennai,0
1327,1146,2023-08-27,1133.34,Retail,Credit,Hyderabad,0
1328,3886,2022-09-02,4692.05,Travel,Debit,Mumbai,0
1329,3939,2022-07-14,4686.72,Food,Transfer,Delhi,0
1330,1859,2022-08-23,1824.43,Healthcare,Debit,Hyderabad,0
1331,3976,2022-08-07,1218.62,Electronics,Debit,Chennai,0
1332,1599,2023-03-07,2238.81,Electronics,Credit,Delhi,0
1333,3875,2022-04-08,4817.91,Travel,Transfer,Bangalore,0
1334,2292,2023-03-10,2483.63,Travel,Credit,Bangalore,0
1335,4991,2022-09-04,4281.37,Healthcare,Credit,Chennai,0
1336,2296,2023-12-23,2982.6,Entertainment,Transfer,Mumbai,0
1337,1040,2022-07-10,4431.69,Travel,Transfer,Delhi,0
1338,3714,2022-08-04,2695.94,Healthcare,Debit,Mumbai,0
1339,4198,2022-10-25,966.98,Entertainment,Transfer,Delhi,0
1340,1643,2022-04-26,852.29,Food,Transfer,Bangalore,0
1341,1634,2023-03-24,3264.63,Electronics,Transfer,Mumbai,0
1342,3934,2022-07-04,3278.83,Entertainment,Debit,Hyderabad,0
1343,4333,2022-05-14,2497.16,Electronics,Transfer,Hyderabad,0
1344,3642,2023-06-24,4774.08,Retail,Credit,Bangalore,0
1345,2611,2022-02-01,1078.05,Travel,Debit,Bangalore,0
1346,3068,2022-03-09,3417.49,Healthcare,Credit,Bangalore,0
1347,4957,2023-12-18,4467.37,Entertainment,Debit,Delhi,0
1348,1238,2022-02-22,507.12,Electronics,Credit,Hyderabad,0
1349,3412,2023-02-10,3945.84,Electronics,Debit,Mumbai,0
1350,1401,2023-11-23,3907.63,Electronics,Credit,Hyderabad,0
